UE ID,Position,Tile,Active,Inner Region,BS ID,Moving,Generator,Cluster
165,"(8.523275556976774, 8.092155832002412)",219980,True,False,752290281.0,False,,2
166,"(0.42585488624802975, 3.6204708224803532)",97937,True,True,752291215.0,False,,3
167,"(5.75500665386795, 1.1144805297392777)",30150,True,True,752291916.0,False,,3
168,"(16.461665859248754, 0.735495969558877)",20378,True,False,752291954.0,False,,4
169,"(3.72224284300311, 1.4609340322890656)",39588,True,False,752292263.0,False,,3
170,"(13.051883602939329, 2.323665968180374)",63082,True,True,942290048.0,False,,4
171,"(13.098013380780992, 4.51711081723954)",122923,True,False,752290397.0,False,,4
172,"(8.636697313203301, 6.477321486823588)",176465,True,False,752292558.0,False,,2
173,"(14.944768702964438, 9.126886947860601)",248797,True,True,752291447.0,False,,2
174,"(7.676715024622379, 4.088434596060984)",111147,True,False,752291595.0,False,,1
175,"(12.079003206004616, 4.775193256683509)",130363,True,False,752290408.0,False,,4
176,"(1.0105778357748947, 4.8284304307902515)",131280,True,True,752291213.0,False,,3
177,"(9.429012885382019, 4.976922765968384)",135697,True,False,752290167.0,False,,1
178,"(9.35512734384309, 4.79288710449436)",130254,True,False,752290168.0,False,,1
179,"(4.770223182680445, 0.08631334110073252)",2230,True,False,752291522.0,False,,3
180,"(10.887663845397036, 0.0008163758648550651)",435,True,False,752292059.0,False,,1
181,"(6.401732906534283, 0.906439193141238)",24736,True,False,752290239.0,False,,1
182,"(13.81359746051783, 0.9434887787183749)",25712,True,True,942290048.0,False,,4
183,"(12.965125076533452, 6.50980319637467)",177318,True,False,752292075.0,False,,2
184,"(2.5029581018250786, 1.9195193308721799)",51780,True,False,752290440.0,False,,3
185,"(8.259094651289976, 8.29340135036207)",225410,True,False,752292103.0,False,,2
186,"(3.162824471047859, 8.618466551339045)",234046,True,True,752290328.0,False,,0
187,"(15.822682239036315, 9.048025737901346)",246112,True,False,752292060.0,False,,4
188,"(1.9133776695000153, 8.712787709119143)",236716,True,True,752292421.0,False,,0
189,"(15.231641961637573, 2.5233949957882325)",68609,True,False,752292018.0,False,,4
190,"(10.38644797917999, 4.703189780982185)",128255,True,False,752291425.0,False,,1
191,"(4.0858176228656635, 1.62817633125595)",44363,True,False,752290322.0,False,,3
192,"(7.437563292106428, 7.464031887871405)",202937,True,False,752290362.0,False,,2
193,"(2.3584438940373396, 8.226791265355788)",223814,True,False,752292421.0,False,,0
194,"(4.373587588390832, 7.894333827837086)",214374,True,False,752291147.0,False,,0
195,"(7.695972027012629, 4.0091717098571555)",109107,True,True,752291595.0,False,,1
196,"(12.519020775750485, 7.01213432237923)",190900,True,False,752290098.0,False,,2
197,"(5.880027087210151, 0.9031105844226803)",24715,True,False,752291970.0,False,,3
198,"(0.13362627173305142, 0.37843880278687847)",10205,True,True,752292277.0,False,,3
199,"(12.149956724405103, 6.951229724755801)",189525,True,False,752292329.0,False,,2
200,"(8.461028589984227, 3.9363023380597597)",107098,True,False,752292128.0,False,,1
201,"(5.607515798214543, 9.239283789142673)",251144,True,False,752290181.0,False,,0
202,"(3.828749425603789, 0.9195978095146808)",24633,True,False,752290458.0,False,,3
203,"(14.733311192956192, 7.914783564744966)",215469,True,True,752291447.0,False,,4
204,"(10.617890980901675, 4.447226052942254)",120784,True,False,752292596.0,False,,1
205,"(4.220894685911305, 7.665207725702589)",208248,True,False,752290464.0,False,,0
206,"(8.559709829509599, 7.5625801167518745)",205702,True,False,752292425.0,False,,2
207,"(7.71921836983447, 8.496938638563986)",230828,True,False,752292033.0,False,,2
208,"(8.277594548204418, 2.759621406562326)",75131,True,False,752290460.0,False,,1
209,"(2.2944029149603375, 8.810791294064849)",239451,True,True,752290328.0,False,,0
210,"(7.158305694101657, 1.410283067420582)",38366,True,False,752292172.0,False,,1
211,"(9.115071118669658, 0.7749951286033451)",20764,True,False,752292209.0,False,,1
212,"(13.562324810727613, 3.9802123618738565)",108662,True,False,752290381.0,False,,4
213,"(11.454071164381979, 7.651058743686911)",208538,True,False,752290260.0,False,,2
214,"(3.7139704308729584, 4.388614302287221)",119148,True,False,752291345.0,False,,3
215,"(0.6801308481695078, 7.692383235161315)",208787,True,True,752290131.0,False,,0
216,"(16.46852767604074, 6.731477455134553)",183578,True,True,752291450.0,False,,4
217,"(13.683602494100745, 1.9497617918086814)",52907,True,True,942290048.0,False,,4
218,"(13.28435661169627, 8.794020041793903)",239211,True,True,752291269.0,False,,2
219,"(11.061318135665749, 0.5698336206965244)",15402,True,False,752290370.0,False,,1
220,"(13.844225580969567, 8.316693900629964)",226313,True,False,752291447.0,False,,2
221,"(15.59636945865739, 2.8234804623719425)",76783,True,False,752292071.0,False,,4
222,"(1.1644995830113023, 4.630936722680569)",125846,True,True,752291259.0,False,,3
223,"(6.7349657240411025, 3.9189576428378325)",106349,True,False,752292450.0,False,,1
224,"(15.091272087128099, 1.5794449584641315)",43443,True,False,752291153.0,False,,4
225,"(12.251280988528661, 3.317074039838552)",90250,True,False,752292122.0,False,,4
226,"(11.906276975600735, 1.7874917560932264)",48756,True,False,752292438.0,False,,1
227,"(12.843668669312816, 1.8890666695164082)",51513,True,False,752292181.0,False,,4
228,"(9.002082564577796, 1.729639505919589)",47280,True,False,752291174.0,False,,1
229,"(16.280483204600774, 4.506446606341121)",123051,True,True,752292071.0,False,,4
230,"(6.039135084798763, 7.387599144495635)",200841,True,False,752292459.0,False,,0
231,"(7.880079000959105, 5.251688871086392)",143115,True,False,752290057.0,False,,1
232,"(15.57928580511187, 8.274609532815465)",225023,True,True,752291447.0,False,,4
233,"(7.561713673744787, 5.896683637617553)",160102,True,False,752292437.0,False,,2
234,"(16.97121881166672, 6.362787988936573)",173398,True,False,752290019.0,False,,4
235,"(15.992667192711515, 6.154818800260318)",167919,True,True,752291450.0,False,,4
236,"(6.542209917623173, 4.156809614481583)",113141,True,False,752291993.0,False,,1
237,"(16.970801552418852, 6.352093103327723)",173398,True,False,752290019.0,False,,4
238,"(16.59432846682213, 0.6274984226642155)",17663,True,False,752291954.0,False,,4
239,"(7.672029730922358, 7.957605112953376)",216546,True,False,752290315.0,False,,2
240,"(14.541359834120765, 7.187187556965508)",195741,True,False,752291450.0,False,,4
241,"(0.9341575786315586, 2.2911360458295875)",61917,True,False,752291981.0,False,,3
242,"(3.898688074513781, 7.101031743684366)",193275,True,False,752292447.0,False,,0
243,"(12.12297132139708, 0.11522704137552535)",3204,True,True,752290370.0,False,,1
244,"(11.870182857519227, 2.0095968738358567)",54874,True,False,752290495.0,False,,1
245,"(4.811796074370941, 0.6217212687950292)",16512,True,False,752291522.0,False,,3
246,"(12.810371199245246, 7.2133664891687275)",196352,True,True,752290098.0,False,,2
247,"(11.80050487307711, 6.978964950145952)",190192,True,False,752292175.0,False,,2
248,"(3.5410421626993704, 7.542924422526597)",204821,True,False,752290328.0,False,,0
249,"(11.364565023419614, 0.028582750906890268)",1134,True,False,752290370.0,False,,1
250,"(7.936135135714447, 4.633877369159079)",126117,True,False,752291953.0,False,,1
251,"(12.562391533600877, 6.521758225863852)",177302,True,False,752290363.0,False,,2
252,"(13.519396535966466, 1.427099737534729)",39300,True,True,942290048.0,False,,4
253,"(5.972257729944364, 6.011794178778746)",163438,True,False,752292370.0,False,,0
254,"(5.76859655362215, 0.7785009807816088)",21310,True,False,752291970.0,False,,3
255,"(7.016767988142676, 1.6809081504402366)",45840,True,False,752291437.0,False,,1
256,"(1.5359595224285234, 4.400421571752053)",119741,True,False,752291259.0,False,,3
257,"(12.503790265948261, 6.027302012328091)",164380,True,False,752292174.0,False,,2
258,"(4.655993604323457, 1.352500452250608)",36906,True,False,752291214.0,False,,3
259,"(14.39229775066549, 1.7007259975552307)",46815,True,True,752291153.0,False,,4
260,"(16.440443512515625, 1.8785176957706393)",51657,True,True,752292714.0,False,,4
261,"(10.773629036429448, 2.2233273518277463)",60270,True,False,752290347.0,False,,1
262,"(2.5806375775630244, 2.115360532455576)",57223,True,False,752290440.0,False,,3
263,"(6.325700132986811, 3.6732947135762797)",99533,True,False,752291889.0,False,,1
264,"(13.938074682704794, 6.026080578785445)",164437,True,False,752291450.0,False,,4
265,"(2.9835624998252035, 4.051921236546531)",110279,True,False,752291913.0,False,,3
266,"(3.0848236109843343, 7.1917481585540335)",195283,True,False,752291650.0,False,,0
267,"(1.8117472477010361, 6.659593054367987)",180952,True,False,752292421.0,False,,0
268,"(1.6029789261385117, 1.1811234761423415)",32024,True,False,752292277.0,False,,3
269,"(3.652503582193459, 0.47018746829141655)",12386,True,True,752292041.0,False,,3
270,"(3.6533809956996186, 8.139884334163723)",221146,True,False,752290328.0,False,,0
271,"(12.508568510339721, 0.7306494596163797)",20220,True,False,752291146.0,False,,1
272,"(3.215986710987303, 1.3864250577344235)",37528,True,False,752290427.0,False,,3
273,"(4.485003636682115, 0.21482130012230555)",5619,True,False,752291522.0,False,,3
274,"(6.96228169071225, 5.8075871052137895)",158038,True,False,752291515.0,False,,0
275,"(7.063976532194132, 5.391737464413767)",146482,True,False,752292043.0,False,,1
276,"(1.2756673289646714, 9.161646793222692)",248931,True,True,752292421.0,False,,0
277,"(9.701442082114589, 8.204660135351704)",223428,True,False,752290354.0,False,,2
278,"(2.6640127183519495, 3.82165472288164)",103466,True,False,752290042.0,False,,3
279,"(11.497070141979714, 3.426748600253466)",93619,True,False,752290258.0,False,,1
280,"(2.110477627157168, 2.764575162075114)",74884,True,False,752292168.0,False,,3
281,"(11.653676747613758, 1.4191358054186194)",38546,True,False,752292057.0,False,,1
282,"(6.543605881460931, 1.29758352534267)",34941,True,False,752290494.0,False,,1
283,"(3.9752121503020863, 1.230417106099725)",33479,True,False,752290458.0,False,,3
284,"(8.245679667856132, 1.0667645012706735)",28889,True,True,752290052.0,False,,1
285,"(5.3473597463424625, 2.2264294913632567)",60733,True,False,752291443.0,False,,3
286,"(12.489924099142913, 2.839226164372342)",77339,True,False,752291166.0,False,,4
287,"(9.375891860409013, 8.912838051922812)",242455,True,False,752290280.0,False,,2
288,"(16.49023800778275, 5.329782329355053)",145499,True,True,752292071.0,False,,4
289,"(5.731833239578117, 9.166008683657443)",249109,True,False,752290181.0,False,,0
290,"(0.11170752368999896, 3.4714503414392084)",93844,True,True,752291215.0,False,,3
291,"(6.70855954415023, 4.2316664914597055)",115188,True,False,752292099.0,False,,1
292,"(6.049621648508621, 3.022778394253252)",81841,True,False,752292218.0,False,,3
293,"(16.750724818624974, 1.6942682153826643)",46230,True,True,752291954.0,False,,4
294,"(4.60275836934563, 1.3256871298707344)",36224,True,False,752291214.0,False,,3
295,"(6.1818423878991595, 8.756733646976528)",238247,True,False,752290181.0,False,,0
296,"(0.6704829690586741, 9.16776668114857)",248906,True,True,752292421.0,False,,0
297,"(12.574540235683301, 0.4177878225077955)",11382,True,False,752291146.0,False,,1
298,"(15.710456388831401, 1.3924731915236304)",38028,True,False,752292714.0,False,,4
299,"(13.874986476679661, 3.9177535470640636)",106634,True,True,752290381.0,False,,4
300,"(4.594042033899508, 1.7484591253797566)",47103,True,False,752290085.0,False,,3
301,"(14.202841281532793, 3.3676196073361933)",91688,True,True,752292018.0,False,,4
302,"(0.7962701489491862, 1.2238594650055226)",32671,True,True,752292277.0,False,,3
303,"(16.605274232242795, 4.212598225193107)",114904,True,False,752292071.0,False,,4
304,"(14.017013871191113, 2.5061866932375336)",68560,True,True,752291974.0,False,,4
305,"(7.315011821581257, 3.25643946956245)",88692,True,False,752292047.0,False,,1
306,"(2.2333364255132913, 0.8860379674127716)",23889,True,True,752292372.0,False,,3
307,"(8.813229752468665, 3.961234146790629)",107792,True,False,752290444.0,False,,1
308,"(11.837329887994699, 9.107464718907208)",247993,True,False,752291459.0,False,,2
309,"(15.528974127350565, 3.026183749433171)",82901,True,False,752292071.0,False,,4
310,"(10.879899468062291, 8.114548591037645)",220755,True,False,752291531.0,False,,2
311,"(4.019652886195078, 7.804231189936073)",212320,True,False,752290328.0,False,,0
312,"(16.60271388394432, 8.818732259013732)",240024,True,False,752290217.0,False,,4
313,"(7.482628958263433, 7.323787485980684)",198859,True,False,752290362.0,False,,2
314,"(16.59285794926526, 6.083168901181076)",165903,True,True,752292071.0,False,,4
315,"(3.9822385686948425, 7.938092459656783)",215719,True,False,752290328.0,False,,0
316,"(3.251978616706955, 0.7029419128161325)",19170,True,False,752292372.0,False,,3
317,"(5.329396447032905, 4.294368089832615)",116493,True,False,752290436.0,False,,3
318,"(16.23784643398173, 9.150264178069362)",249529,True,False,752292397.0,False,,4
319,"(13.591837913186804, 7.110592254466513)",193663,True,False,752291447.0,False,,4
320,"(12.487771309124096, 8.905352906085323)",242579,True,True,752291459.0,False,,2
321,"(9.138794555709852, 7.224478830993787)",196205,True,False,752292223.0,False,,2
322,"(1.1518361172751441, 8.10709793499161)",220366,True,True,752292421.0,False,,0
323,"(6.431074939821522, 6.53121373276878)",177737,True,False,752292006.0,False,,0
324,"(7.209467658939134, 7.045452744618604)",191368,True,False,752290481.0,False,,2
325,"(9.47282146724911, 4.830055377186475)",131618,True,False,752290167.0,False,,1
326,"(9.213573748448704, 8.565922474304138)",232928,True,True,752290280.0,False,,2
327,"(7.763045686859096, 7.635851909854923)",207710,True,False,752291218.0,False,,2
328,"(8.27979938764648, 7.812205483979982)",212491,True,False,752291469.0,False,,2
329,"(16.010030370692782, 6.219889084062557)",169280,True,True,752291450.0,False,,4
330,"(16.469090108979074, 2.803349967030142)",76818,True,False,752292071.0,False,,4
331,"(5.002212976314077, 0.3477038485806876)",9040,True,False,752291522.0,False,,3
332,"(13.913387709724113, 8.671445023432065)",235836,True,True,752291269.0,False,,2
333,"(13.42645377801416, 5.413162890413041)",147417,True,False,752290275.0,False,,4
334,"(10.063485662864407, 2.7715175508135537)",75202,True,False,752290425.0,False,,1
335,"(8.152440249955744, 1.3810111390918978)",37726,True,False,752290195.0,False,,1
336,"(2.2351634578471753, 7.696646036885499)",208849,True,False,752292421.0,False,,0
337,"(12.448472082876766, 7.749818115489841)",210617,True,False,752291269.0,False,,2
338,"(8.973979837161464, 7.525148543896109)",205038,True,False,752290279.0,False,,2
339,"(10.176192708536348, 5.95369017047894)",162247,True,False,752292112.0,False,,2
340,"(10.608721552419258, 3.395747950774674)",92224,True,False,752291705.0,False,,1
341,"(13.197316404883388, 2.8046708601573647)",76687,True,False,752291974.0,False,,4
342,"(3.3904916037904926, 0.09793404962663192)",2175,True,True,752292372.0,False,,3
