UE ID,Position,Tile,Active,Inner Region,BS ID,Moving,Generator,Cluster
127,"(14.91671250450214, 7.801856148897078)",220722,True,False,752291494.0,True,,2
128,"(6.845223891475409, 4.740496761014093)",80536,True,False,752292553.0,True,,1
129,"(12.307188201501544, 3.3572586086172955)",147479,True,True,752290275.0,True,,4
130,"(12.316579794236928, 3.3466658982449755)",19579,True,False,752290148.0,True,,4
131,"(6.8375416560587166, 4.744916767605204)",65087,True,False,752290188.0,True,,1
132,"(5.464490184240669, 7.22838603979799)",23865,True,False,752292277.0,True,,3
133,"(12.307699305396016, 3.3437494401567855)",79478,True,False,752292018.0,True,,4
134,"(5.880285261063667, 2.243243384508857)",220446,True,True,752290328.0,True,,0
135,"(6.835166082797813, 4.729639011539044)",87498,True,False,752290250.0,True,,1
136,"(12.324726535290527, 3.3611296939039534)",141334,True,True,752290275.0,True,,4
137,"(6.841843949626237, 4.738342344706919)",109111,True,False,752292393.0,True,,1
138,"(12.31489518130094, 3.341897417622992)",115504,True,True,752292018.0,True,,4
139,"(14.892446648520684, 7.8134107229905)",244497,True,True,752290280.0,True,,2
140,"(12.325370670856492, 3.351482293204245)",74701,True,False,752292018.0,True,,4
141,"(5.871241977215681, 2.2513400984567546)",157782,True,False,752290131.0,True,,0
142,"(6.840214840572839, 4.734545391201758)",105770,True,False,752292110.0,True,,1
143,"(12.314235603831996, 3.3494908066608082)",15493,True,False,752290148.0,True,,4
144,"(5.469651057623596, 7.23091966511911)",123134,True,False,752291259.0,True,,3
145,"(5.873288006643626, 2.2467256190554856)",204746,True,False,752292421.0,True,,0
146,"(12.312391897606803, 3.352457016140083)",25003,True,False,752290148.0,True,,4
147,"(12.318380073925615, 3.350967686139192)",17632,True,False,752290158.0,True,,4
148,"(5.4604069080730415, 7.23134750909729)",38862,True,False,752292372.0,True,,3
149,"(12.325682747346699, 3.3472484117631054)",192348,True,False,752291450.0,True,,4
150,"(12.317724339679993, 3.3468057290547173)",182138,True,False,752291450.0,True,,4
151,"(5.880027720917017, 2.2496473057119113)",142121,True,False,752292067.0,True,,0
152,"(5.468024907208075, 7.230829158902747)",117846,True,False,752290436.0,True,,3
153,"(5.8756932053587985, 2.254437538836702)",223786,True,True,752292421.0,True,,0
154,"(14.90459063156553, 7.810433250929516)",192929,True,False,752292329.0,True,,2
155,"(14.905857587317175, 7.792069098064089)",204387,True,False,752290045.0,True,,2
156,"(5.861118267968377, 2.2541057511301)",204724,True,True,752292421.0,True,,0
157,"(14.907535373319552, 7.81446154788021)",161650,True,False,752291212.0,True,,2
158,"(6.840690734034916, 4.732181114611104)",115281,True,False,752290444.0,True,,1
159,"(5.871956932839911, 2.261004868893932)",217775,True,False,752291147.0,True,,0
160,"(5.880211281802507, 2.242313636997826)",233383,True,False,752290328.0,True,,0
161,"(12.322100293855136, 3.3418599085330736)",6036,True,True,752290158.0,True,,4
162,"(5.468467696938625, 7.220257752495105)",13074,True,False,752292041.0,True,,3
163,"(14.893014578332401, 7.810571395910096)",241732,True,False,752291153.0,True,,2
164,"(12.307984018180207, 3.3593369162980418)",69932,True,True,752292018.0,True,,4
165,"(14.898033153657522, 7.799373196540025)",219980,True,False,752290281.0,True,,2
166,"(5.47711981675677, 7.225071411660576)",97937,True,True,752291215.0,True,,3
167,"(5.472490524522769, 7.2174301997318295)",30150,True,True,752291916.0,True,,3
168,"(12.30784648314081, 3.3549505397047366)",20378,True,False,752291954.0,True,,4
169,"(5.4768114006973265, 7.230711407474324)",39588,True,False,752292263.0,True,,3
170,"(12.327522629557928, 3.352379146394017)",63082,True,True,942290048.0,True,,4
171,"(12.307951454418825, 3.3473241571921837)",122923,True,False,752290397.0,True,,4
172,"(14.901463871560576, 7.811996470828948)",176465,True,False,752292558.0,True,,2
173,"(14.904758288487049, 7.800705898143081)",248797,True,True,752291447.0,True,,2
174,"(6.842307637137999, 4.750711809600237)",111147,True,False,752291595.0,True,,1
175,"(12.323852995171679, 3.3480984038778674)",130363,True,False,752290408.0,True,,4
176,"(5.4572457139359125, 7.221701826553407)",131280,True,True,752291213.0,True,,3
177,"(6.837831997439898, 4.745208002871061)",135697,True,False,752290167.0,True,,1
178,"(6.835765938169623, 4.736944390862558)",130254,True,False,752290168.0,True,,1
179,"(5.478649964736795, 7.22333351257573)",2230,True,False,752291522.0,True,,3
180,"(6.840250694923309, 4.7515224601225095)",435,True,False,752292059.0,True,,1
181,"(6.8429208768047225, 4.745358373856837)",24736,True,False,752290239.0,True,,1
182,"(12.321354327236069, 3.358740632621968)",25712,True,True,942290048.0,True,,4
183,"(14.912596761487173, 7.790749219329844)",177318,True,False,752292075.0,True,,2
184,"(5.47702117295817, 7.229382226738315)",51780,True,False,752290440.0,True,,3
185,"(14.894307541643634, 7.790068762394127)",225410,True,False,752292103.0,True,,2
186,"(5.8602314945300495, 2.2459045727928064)",234046,True,True,752290328.0,True,,0
187,"(12.315796114441453, 3.3588872156590277)",246112,True,False,752292060.0,True,,4
188,"(5.882854687307492, 2.2390791117226927)",236716,True,True,752292421.0,True,,0
189,"(12.311189118371027, 3.352210872217778)",68609,True,False,752292018.0,True,,4
190,"(6.847282895633961, 4.731622477144421)",128255,True,False,752291425.0,True,,1
191,"(5.475774216908663, 7.2249311341762095)",44363,True,False,752290322.0,True,,3
192,"(14.909345706366443, 7.8026669443992)",202937,True,False,752290362.0,True,,2
193,"(5.875011671879706, 2.2537526106585593)",223814,True,False,752292421.0,True,,0
194,"(5.8743538229018295, 2.2439969145568033)",214374,True,False,752291147.0,True,,0
195,"(6.855709836685443, 4.7367434575586955)",109107,True,True,752291595.0,True,,1
196,"(14.914046686912961, 7.8019898635465355)",190900,True,False,752290098.0,True,,2
197,"(5.481119088796435, 7.22859781558938)",24715,True,False,752291970.0,True,,3
198,"(5.4773848882519065, 7.209165783153887)",10205,True,True,752292277.0,True,,3
199,"(14.897691623085302, 7.809655225299831)",189525,True,False,752292329.0,True,,2
200,"(6.833340284304269, 4.735607817933406)",107098,True,False,752292128.0,True,,1
201,"(5.86385729953538, 2.2493058193668802)",251144,True,False,752290181.0,True,,0
202,"(5.462976188590822, 7.220924599750218)",24633,True,False,752290458.0,True,,3
203,"(12.320430499859626, 3.343508709732477)",215469,True,True,752291447.0,True,,4
204,"(6.840612168556736, 4.73041535844677)",120784,True,False,752292596.0,True,,1
205,"(5.860585811067058, 2.2404050975380083)",208248,True,False,752290464.0,True,,0
206,"(14.89950423012207, 7.812918785526025)",205702,True,False,752292425.0,True,,2
207,"(14.89840673096256, 7.7937195572939775)",230828,True,False,752291153.0,True,,2
208,"(6.847720760569176, 4.736765830400841)",75131,True,False,752290460.0,True,,1
209,"(5.860398352227537, 2.252864246595191)",239451,True,True,752290328.0,True,,0
210,"(6.847949690567952, 4.728265239352028)",38366,True,False,752292172.0,True,,1
211,"(6.856772535384446, 4.732359634225919)",20764,True,False,752292209.0,True,,1
212,"(12.310107092444877, 3.3556077961347093)",108662,True,False,752290381.0,True,,4
213,"(14.90447923355402, 7.790789418921476)",208538,True,False,752290260.0,True,,2
214,"(5.474739444136707, 7.214586071474603)",119148,True,False,752291345.0,True,,3
215,"(5.868132912312832, 2.2458801868289666)",208787,True,True,752290131.0,True,,0
216,"(12.319650546256062, 3.351639447211192)",183578,True,True,752291450.0,True,,4
217,"(12.323156177179875, 3.3513582535999924)",52907,True,True,942290048.0,True,,4
218,"(14.893056426978319, 7.801926904603607)",239211,True,True,752291269.0,True,,2
219,"(6.848704600077301, 4.745991332844289)",15402,True,False,752290370.0,True,,1
220,"(14.897523805786124, 7.7897603569321)",226313,True,False,752291447.0,True,,2
221,"(12.325299599895667, 3.3577044668216667)",76783,True,False,752292071.0,True,,4
222,"(5.459333644340357, 7.214783178812472)",125846,True,True,752291259.0,True,,3
223,"(6.836511534153364, 4.730889532314862)",106349,True,False,752292450.0,True,,1
224,"(12.311133914842907, 3.349188231261982)",43443,True,False,752291153.0,True,,4
225,"(12.319958710404569, 3.361668196520455)",90250,True,False,752292122.0,True,,4
226,"(6.836035755205797, 4.734267181658425)",48756,True,False,752292438.0,True,,1
227,"(12.307734261577911, 3.3521734695184175)",51513,True,False,752292181.0,True,,4
228,"(6.8364271283595, 4.744946710936204)",47280,True,False,752291174.0,True,,1
229,"(12.306236153793431, 3.346293259932871)",123051,True,True,752292071.0,True,,4
230,"(5.866084850381667, 2.2437218499587614)",200841,True,False,752292459.0,True,,0
231,"(6.84274215550283, 4.741541515125186)",143115,True,False,752290057.0,True,,1
232,"(12.320416077242653, 3.341250246931072)",225023,True,True,752291447.0,True,,4
233,"(14.899547556552042, 7.801460724818385)",160102,True,False,752292437.0,True,,2
